Hypocotyl: Pigmentation,Leaf: Colour,Leaf: Hairiness,Leaf: Appearance,Leaf: Gossypol Glands,Leaf: Nectaries,Leaf: Petiole Pigmentation,Leaf: Shape,Plant: Stem Hairiness,Plant: Stem Pigmentation,Plant: Height (cm),Plant: Growth Habit,Bract: Type,Flower: Time of Flowering (50% of plants with at least one open flower),Flower: Petal Colour,Flower: Petal Spot,Flower: Stigma,Flower: Anther Filament Colouration,Flower: Pollen Colour,Flower: Male Sterility (Only for A and B lines),Boll: Bearing Habit,Boll: Colour,Boll: Shape (Longitudinal Section),Boll: Surface,Boll: Prominence of Tip,Boll: Opening,Boll: Weight of Seed cotton/boll (grams),Seed: Fuzz,Seed: Fuzz Colour,Seed: Index (100 seed weight in grams),Ginning (%),Fibre: Colour,Fibre: Length (2.5% span length in mm),Fibre: Strength (G/Tex),Fibre: Fineness (micronaire value),Fibre: Uniformity (%),Group
Present,Light Green,Sparse,Flat,228,Present,Present (Faint),Palmate,Sparse,Absent,70,Semi Spreading,Normal,52,Cream,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.9,Medium,Grey,8.5,36.3,White,25.1,19.3,2.7,47,JBWR
Present,Green,Sparse,Flat,143,Present,Present (Faint),Palmate,Sparse,Absent,65,Semi Spreading,Normal,49,Cream,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Round,Smooth,Pointed,Open,3.7,Medium,Grey,7.5,36.9,White,27.4,20.7,2.7,46,JBWR
Present,Light Green,Sparse,Flat,142,Present,Present (Faint),Palmate,Sparse,Absent,55,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.1,Medium,Grey,8,34.57,White,24.5,20.5,2.7,48,JBWR
Present,Green,Sparse,Flat,158,Present,Present (Faint),Palmate,Sparse,Absent,62,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.6,Medium,Grey,7.5,39.81,White,25.5,21.1,3.5,48,JBWR
Present,Green,Sparse,Flat,158,Present,Present (Faint),Palmate,Sparse,Absent,62,Semi Spreading,Normal,NA,Yellow,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.6,Medium,Grey,7.5,39.81,White,25.5,21.1,3.5,48,JBWR
Present,Green,Sparse,Flat,158,Present,Present (Faint),Palmate,Sparse,Absent,62,Semi Spreading,Normal,NA,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.6,Medium,Grey,7.5,39.81,White,25.5,21.1,3.5,48,JBWR
Present,Green,Sparse,Flat,158,Present,Present (Faint),Palmate,Sparse,Absent,62,Semi Spreading,Normal,NA,Cream,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.6,Medium,Grey,7.5,39.81,White,25.5,21.1,3.5,48,JBWR
Present,Light Green,Sparse,Flat,131,Present,Absent,Palmate,Sparse,Absent,66,Semi Spreading,Normal,NA,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.3,Medium,Grey,7,35.9,White,28.1,22.4,2.7,46,JBWR
Present,Light Green,Sparse,Flat,212,Present,Absent,Palmate,Sparse,Absent,85,Semi Spreading,Normal,NA,Cream,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.4,Medium,Grey,6.5,37.8,White,28,19.3,2.6,44,JBWR
Present,Light Green,Sparse,Flat,160,Present,Present (Faint),Palmate,Medium,Absent,83,Semi Spreading,Normal,NA,Yellow,Absent,Exerted,Absent,Yellow,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.3,Medium,Grey,8,37.82,White,25.6,19,3.4,47,JBWR
Present,Light Green,Sparse,Cup,227,Present,Present (Faint),Palmate,Sparse,Absent,80,Semi Spreading,Normal,NA,Yellow,Absent,Exerted,Absent,Yellow,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.8,Medium,Grey,7.5,40.2,White,24.7,19.5,3.2,50,JBWR
Present,Green,Sparse,Flat,159,Present,Present (Faint),Palmate,Sparse,Absent,68,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Round,Smooth,Pointed,Open,3.1,Medium,Grey,8,34.5,White,27.1,21.8,2.9,47,JBWR
Present,Light Green,Sparse,Flat,220,Present,Absent,Palmate,Sparse,Absent,68,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.6,Medium,Grey,7.5,33.5,White,25.1,18.4,4.1,49,JBWR
Present,Light Green,Sparse,Flat,108,Present,Absent,Palmate,Sparse,Absent,NA,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.7,Medium,White,7.5,33.8,White,NA,NA,NA,NA,JBWR
Present,Light Green,Sparse,Flat,118,Present,Absent,Palmate,Sparse,Absent,75,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.2,Medium,Grey,7.5,39.1,White,25,21.2,3.1,50,JBWR
Present,Light Green,Sparse,Flat,171,Present,Absent,Palmate,Sparse,Absent,68,Semi Spreading,Normal,NA,Cream,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.4,Medium,Grey,6.5,35.5,White,26.2,19.5,2.7,48,JBWR
Present,Green,Sparse,Flat,208,Present,Absent,Palmate,Sparse,Absent,42,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,1.8,Dense,White,10,31.4,White,29.6,21.2,2.7,42,JBWR
Present,Light Green,Sparse,Flat,158,Present,Present,Palmate,Sparse,NA,54,Semi Spreading,Normal,NA,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,1.4,Medium,White,6,36,White,23.3,20.7,2.7,52,JBWR
Present,Green,Dense,Cup,260,Present,Present,Palmate,Dense,Absent,60,Semi Spreading,Normal,41,Cream,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.6,Medium,Grey,8,37.5,White,25.7,20.1,2.9,50,JBWR
Present,Light Green,Sparse,Flat,105,Present,Absent,Palmate,Medium,Absent,55,Semi Spreading,Normal,56,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,2.2,Medium,Grey,7,39.4,White,21.5,19.3,4.1,50,JBWR
Present,Light Green,Medium,Flat,238,Present,Present (Faint),Palmate,Medium,Absent,68,Semi Spreading,Normal,48,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,3.4,Medium,Grey,8,36.2,White,24.5,19.7,3.3,49,JBWR
Present,Light Green,Sparse,Flat,201,Present,Present,Palmate,Sparse,Absent,72,Semi Spreading,Normal,53,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.6,Medium,White,6.5,35.4,White,21.3,20.3,3.7,52,JBWR
Present,Light Green,Sparse,Flat,184,Present,Present (Faint),Palmate,Sparse,Absent,NA,Semi Spreading,Normal,40,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.5,Medium,White,9,33,White,27.4,21.3,4.6,49,JBWR
Present,Light Green,Sparse,Flat,163,Present,Present (Faint),Palmate,Sparse,Absent,NA,Semi Spreading,Normal,53,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.6,Medium,Grey,7,36.6,White,26.2,19.6,3.1,47,JBWR
Present,Light Green,Sparse,Flat,163,Present,Present (Faint),Palmate,Sparse,Absent,NA,Semi Spreading,Normal,53,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,2.6,Medium,Grey,7,36.6,White,26.2,19.6,3.1,47,JBWR
Present,Green,Medium,Cup,142,Present,Present,Palmate,Medium,Absent,NA,Semi Spreading,Normal,52,Yellow,Absent,Embedded,Present,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.7,Medium,Grey,8,32.4,White,25.5,17.4,4,47,JBWR
Present,Green,Medium,Cup,142,Present,Present,Palmate,Medium,Absent,NA,Semi Spreading,Normal,52,Yellow,Absent,Embedded,Present,Cream,Absent,Solitary,Green,Ovate,Pitted,Pointed,Open,3.7,Medium,Grey,8,32.4,White,25.5,17.4,4,47,JBWR
Present,Green,Medium,Cup,142,Present,Present,Palmate,Medium,Absent,NA,Semi Spreading,Normal,52,Yellow,Absent,Embedded,Present,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,3.7,Medium,Grey,8,32.4,White,25.5,17.4,4,47,JBWR
Present,Green,Medium,Cup,142,Present,Present,Palmate,Medium,Absent,NA,Semi Spreading,Normal,52,Yellow,Absent,Embedded,Present,Cream,Absent,Solitary,Green,Round,Pitted,Pointed,Open,3.7,Medium,Grey,8,32.4,White,25.5,17.4,4,47,JBWR
Present,Light Green,Sparse,Flat,196,Present,Present (Faint),Palmate,Medium,Absent,66,Semi Spreading,Normal,45,Yellow,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.2,Medium,White,8.5,41.9,White,24.4,21.3,3.5,51,JBWR
Present,Light Green,Sparse,Flat,162,Present,Absent,Palmate,Sparse,Absent,55,Semi Spreading,Normal,40,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.8,Sparse,Grey,8.5,36.6,White,26.6,21.2,2.9,46,JBWR
Present,Light Green,Sparse,Flat,173,Present,Present (Good),Palmate,Medium,Absent,61,Semi Spreading,Normal,52,Cream,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.3,Medium,White,7.5,31.3,White,23.8,21.4,3.1,50,JBWR
Present,Light Green,Medium,Flat,120,Present,Present (Faint),Palmate,Medium,Absent,86,Semi Spreading,Normal,55,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.4,Medium,Grey,8,39,White,23.1,18.5,3.2,49,JBWR
Present,Light Green,Medium,Flat,NA,Present,Present (Faint),Palmate,Medium,Absent,88,Semi Spreading,Normal,56,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.3,Medium,White,6.5,34.8,White,25.4,20.2,3.1,46,JBWR
Present,Light Green,Medium,Flat,165,Present,Present (Faint),Palmate,Medium,Absent,82,Semi Spreading,Normal,53,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.1,Medium,Grey,8.5,30.3,White,24.5,21.6,3.2,48,JBWR
Present,Light Green,Medium,Flat,122,Present,Present (Faint),Palmate,Medium,Absent,70,Semi Spreading,Normal,48,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,3.1,Medium,Grey,8.5,33.2,White,25.4,18.3,3.8,48,JBWR
Present,Light Green,Medium,Flat,122,Present,Present (Faint),Palmate,Medium,Absent,70,Semi Spreading,Normal,48,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.1,Medium,Grey,8.5,33.2,White,25.4,18.3,3.8,48,JBWR
Present,Light Green,Medium,Flat,181,Present,Present (Faint),Palmate,Medium,Absent,82,Semi Spreading,Normal,45,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.1,Medium,White,7,34.3,White,25.9,22.2,2.6,49,JBWR
Present,Light Green,Medium,Flat,91,Present,Present (Faint),Palmate,Medium,Absent,80,Semi Spreading,Normal,48,Yellow,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.3,Medium,Grey,7,33.3,White,24.8,21.6,4.2,52,JBWR
Present,Light Green,Sparse,Flat,178,Present,Absent,Palmate,Sparse,Absent,65,Semi Spreading,Normal,45,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,2.5,Medium,Brown,8,37.3,Brown,25,18.5,3.3,46,JBWR
Present,Light Green,Sparse,Flat,178,Present,Absent,Palmate,Sparse,Absent,65,Semi Spreading,Normal,45,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.5,Medium,Brown,8,37.3,Brown,25,18.5,3.3,46,JBWR
Present,Light Green,Medium,Flat,227,Present,Absent,Palmate,Medium,Absent,75,Semi Spreading,Normal,34,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,2.7,Medium,White,7.5,36.5,White,21.6,18.6,3.8,51,JBWR
Present,Light Green,Sparse,Flat,113,Present,Absent,Palmate,Medium,Absent,75,Semi Spreading,Normal,49,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.6,Medium,Grey,6.5,34.2,White,24,19.5,4.3,49,JBWR
Present,Light Green,Sparse,Flat,210,Present,Absent,Palmate,Sparse,Absent,83,Semi Spreading,Normal,49,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.4,Medium,Grey,6.5,35.8,White,23.7,19.5,4.1,51,JBWR
Present,Light Green,Sparse,Flat,123,Present,Present (Faint),Palmate,Sparse,Absent,75,Semi Spreading,Normal,34,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,3.3,Dense,White,9.5,32.3,White,27,20.7,3.4,47,JBWR
Present,Light Green,Sparse,Flat,123,Present,Present (Faint),Palmate,Sparse,Absent,75,Semi Spreading,Normal,34,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,3.3,Dense,White,9.5,32.3,White,27,20.7,3.4,47,JBWR
Present,Light Green,Medium,Flat,138,Present,Absent,Palmate,Medium,Absent,88,Semi Spreading,Normal,49,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.6,Medium,Grey,7.5,39.6,White,24.6,19,3.4,50,JBWR
Present,Light Green,Sparse,Flat,210,Present,Absent,Palmate,Sparse,Absent,83,Semi Spreading,Normal,49,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.4,Medium,Grey,6.5,35.8,White,23.7,19.5,4.1,51,JBWR
Present,Light Green,Sparse,Flat,123,Present,Present (Faint),Palmate,Sparse,Absent,75,Semi Spreading,Normal,34,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,3.3,Dense,White,9.5,32.3,White,27,20.7,3.4,47,JBWR
Present,Light Green,Sparse,Flat,123,Present,Present (Faint),Palmate,Sparse,Absent,75,Semi Spreading,Normal,34,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,3.3,Dense,White,9.5,32.3,White,27,20.7,3.4,47,JBWR
Present,Light Green,Medium,Flat,138,Present,Absent,Palmate,Medium,Absent,88,Semi Spreading,Normal,49,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.6,Medium,Grey,7.5,39.6,White,24.6,19,3.4,50,JBWR
Present,Light Green,Medium,Flat,183,Present,Present (Faint),Palmate,Medium,Absent,60,Semi Spreading,Normal,49,Cream,Absent,Exerted,Absent,Yellow,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,NA,Medium,White,8.5,34.7,White,29.4,18.6,3.5,44,JBWR
Present,Light Green,Sparse,Flat,134,Present,Absent,Palmate,Medium,Absent,74,Semi Spreading,Normal,45,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,NA,Medium,Grey,9,35.8,White,25.5,22.4,3.2,47,JBWR
Present,Light Green,Sparse,Flat,129,Present,Absent,Palmate,Sparse,Absent,64,Semi Spreading,Normal,45,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,NA,Medium,Grey,6,42.7,White,23.3,21,3.6,52,JBWR
Present,Light Green,Sparse,Flat,183,Present,Present,Palmate,Medium,Absent,85,Semi Spreading,Normal,49,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Blunt,Open,NA,Medium,White,8,36.4,White,25.6,19,2.9,50,JBWR
Present,Light Green,Sparse,Flat,140,Present,Absent,Palmate,Sparse,Absent,58,Semi Spreading,Normal,50,Cream,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.9,Medium,Grey,7.5,35.8,White,25.2,18.2,3.3,47,JBWR
Present,Light Green,Sparse,Flat,143,Present,Present,Palmate,Sparse,Absent,81,Semi Spreading,Normal,41,Yellow,Absent,Embedded,Absent,Yellow,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.8,Medium,Grey,7.5,35,White,24,18.4,3,48,JBWR
Present,Light Green,Sparse,Flat,162,Present,Absent,Palmate,Medium,Absent,89,Semi Spreading,Normal,53,Cream,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.9,Medium,White,8.5,39.8,White,24.5,19.8,3.2,50,JBWR
Present,Red,Sparse,Flat,193,Present,Present (Dark),Palmate,Medium,Present (Dark),90,Semi Spreading,Normal,49,Red,Absent,Embedded,Absent,Cream,Absent,Solitary,Red,Ovate,Smooth,Blunt,Open,2.8,Medium,Grey,6.5,35.3,White,25,20.8,2.9,51,JBWR
Present,Red,Sparse,Flat,193,Present,Present (Dark),Palmate,Medium,Present (Dark),90,Semi Spreading,Normal,49,Red,Absent,Embedded,Absent,Pink,Absent,Solitary,Red,Ovate,Smooth,Blunt,Open,2.8,Medium,Grey,6.5,35.3,White,25,20.8,2.9,51,JBWR
Present,Red,Sparse,Flat,193,Present,Present (Dark),Palmate,Medium,Present (Dark),90,Semi Spreading,Normal,49,White,Absent,Embedded,Absent,Cream,Absent,Solitary,Red,Ovate,Smooth,Blunt,Open,2.8,Medium,Grey,6.5,35.3,White,25,20.8,2.9,51,JBWR
Present,Red,Sparse,Flat,193,Present,Present (Dark),Palmate,Medium,Present (Dark),90,Semi Spreading,Normal,49,White,Absent,Embedded,Absent,Pink,Absent,Solitary,Red,Ovate,Smooth,Blunt,Open,2.8,Medium,Grey,6.5,35.3,White,25,20.8,2.9,51,JBWR
Present,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,Medium,White,6,23.5,NA,NA,NA,NA,NA,JBWR
Present,Light Green,Sparse,Flat,151,Present,Present,Palmate,Medium,Absent,75,Semi Spreading,Normal,56,Cream,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Blunt,Open,2.7,Dense,Grey,8,35.3,White,25.2,20.9,3.2,49,JBWR
Present,Light Green,Medium,Flat,118,Present,Present,Palmate,Medium,Absent,85,Semi Spreading,Normal,34,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.3,Medium,Grey,6,38.3,White,23.9,20.9,2.9,52,JBWR
Present,Light Green,Medium - Dense,Flat,152,Present,Present,Palmate,Medium,Absent,65,Semi Spreading,Normal,35,Yellow,Absent,Exerted,Absent,Cream,Absent,Solitary,Green,Ovate,Smooth,Pointed,Open,2.8,Medium,Grey,7,35.5,White,25.7,20.3,3.3,51,JBWR
Present,Green,Sparse,Flat,166,Present,Absent,Palmate,Medium,Absent,80,Semi Spreading,Normal,53,Yellow,Absent,Embedded,Absent,Cream,Absent,Solitary,Green,Round,Smooth,Pointed,Open,2.4,Sparse,Grey,5.5,36.9,White,25.2,20.3,3.9,51,JBWR
